"RNA.gene1","RNA.gene2","RNA.gene3","RNA.gene4","RNA.gene5","PROT.gene22","PROT.gene23","PROT.gene24","PROT.gene25","PROT.gene26"
0,0.315882075416307,0.374392665656906,0.322273173925042,0.426235830412786,0.96193570443985,1.56095249772459,0.928624338899408,1.02842498301396,1.26917024246505
1.53216486699308,0.421478477858811,0.467335240397162,0.400686511368325,0,0.916684894061981,1.40971498374222,0.940587234802911,0.979880976497083,1.25262872028727
1.69034692393631,0.399955766435214,0.468063123612516,0.471491101808009,0.536058336116514,0.945798062305594,1.54462689855335,0.972918162153757,1.05556383788705,0
1.27162700767784,0.349642835331512,0.405253995306816,0.368851469128345,0.450429466416031,1.03197305806823,1.7289737074412,0.990102134025662,1.15834505215055,1.38525860392139
0.961533827763135,1.4699491447033,1.51482605082853,1.02932745667778,1.49800139032831,0.834402742915605,0,1.15072074821975,0.91349279596342,1.29256900109699
1.05736953657409,1.62091707553481,1.65561909195568,1.11619525775182,1.60950192222917,0.899573671175281,0.581351114390304,1.30099883139085,0.971737958362692,1.44788322418184
0.972782239795923,1.38559054308369,1.41660806683695,1.02554489221612,1.38273087935161,0.850835789355172,0.53576411352733,1.21317020020297,0.876763081783536,1.33764998792121
0.986172969435543,1.50454684767448,1.5477843432239,0,1.51120535348325,0.869804179671119,0,1.28054440638036,0.995371008145665,1.44869624191767
1.08030935553889,0.716731658907216,0.551686833922694,1.33124944328251,0.478835791083071,1.12513441534058,0.83103704318678,0.978252521318125,0.858997475517921,0.770369405618933
0.964268666755291,0,0.547952148652727,1.19810792638479,0.481709134370919,0.870249699893364,0.652831187203672,0,0.670744133388393,0.627705777416565
1.05039486762608,0.777329393543564,0,1.39425395907502,0.524913128907906,1.18729419096516,0.910861801807024,1.1350728672412,0.844286790892418,0.897248274176287
0.998920761753541,0.700728212113492,0,1.41505491842245,0.39385353785182,0.865096104753384,0.630010298713342,0.788770008380071,0.638348469634077,0.644256571542372
0,1.15976059968235,1.14609018757288,0.976029518371234,1.2356068696541,0.901574498643072,0.790844522882475,0.54983375456258,0,0.362361769737808
0.610538444128858,0,1.16457636650432,1.01042282601655,0,1.35488202416517,1.09265230412211,0.841337782949494,0,0.517276052029115
0.764343031513147,1.14874290653414,1.14738750519963,1.00184350171279,1.23759962659052,0.915852603084513,0.722964960413175,0.548290825456499,1.2168635186605,0.308798621025531
0.697475548389974,1.388394073681,1.3745336423953,1.14154613608365,1.47251452025786,1.09757583537499,0.971389148031724,0.675318354802314,1.4715076190814,0.45389253600993
0,1.11053075842594,1.10881947424182,0.993079143551395,1.14445968596288,1.27690000022729,1.27904420183154,1.25733645555296,1.38138243758003,1.32567148018447
0,0.807866058683032,0.761469303232703,1.03261795719956,0.752141512516175,1.03074593285842,0.970475351162634,1.07779154123885,1.00721888295734,0
1.19482632047004,0.904682036777485,0,0.906796187554518,0.888057535814745,0.849157020910097,0.607558387413781,0.738195145003163,0.859788071405041,0.763807378134177
1.07127439533471,0.750386988330381,0.728284963264643,0.843138427341831,0.717689249327605,0.0403086177724425,0,1.12956455552033,1.17126372216808,0.998694801921439
